game,date,age,team,opp,result,mp,fg,fga,fgp,three,threeatt,threep,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts,game_score,minus_plus
21,2017-11-28,32.91232877,CLE,MIA,W (+11),28:26:00,10,16,0.625,1,3,0.333,0,1,0,2,10,12,6,5,1,2,21,25.3,26
22,2017-11-30,32.91780822,CLE,ATL,W (+7),37:34:00,8,11,0.727,3,6,0.5,5,7,0.714,1,5,6,12,2,2,3,24,28.5,10
23,2017-12-02,32.92328767,CLE,MEM,W (+5),39:09:00,13,22,0.591,0,3,0,8,8,1,0,2,2,12,0,1,5,34,28.1,-5
24,2017-12-04,32.92876712,CLE,CHI,W (+22),34:16:00,9,15,0.6,2,4,0.5,3,4,0.75,0,7,7,6,2,0,2,23,21.6,27
25,2017-12-06,32.93424658,CLE,SAC,W (+6),41:03:00,12,18,0.667,5,8,0.625,3,6,0.5,2,9,11,9,3,2,7,32,30.8,2
26,2017-12-08,32.93972603,CLE,IND,L (-4),39:25:00,12,22,0.545,1,5,0.2,4,5,0.8,2,8,10,8,1,2,3,29,26.4,3
27,2017-12-09,32.94246575,CLE,PHI,W (+7),38:44:00,9,23,0.391,2,6,0.333,10,12,0.833,3,10,13,13,3,0,6,30,27.5,-3
28,2017-12-12,32.95068493,CLE,ATL,W (+9),35:01:00,11,13,0.846,2,3,0.667,1,2,0.5,0,7,7,17,2,0,2,25,32.3,19
29,2017-12-14,32.95616438,CLE,LAL,W (+9),38:43:00,8,18,0.444,1,6,0.167,8,12,0.667,1,11,12,12,2,2,5,25,24.8,14
30,2017-12-16,32.96164384,CLE,UTA,W (+9),36:48:00,9,15,0.6,1,4,0.25,10,10,1,0,11,11,10,1,0,5,29,27.6,0
31,2017-12-17,32.96438356,CLE,WAS,W (+7),41:21:00,8,23,0.348,2,7,0.286,2,3,0.667,2,9,11,15,0,1,6,20,14.4,4
32,2017-12-19,32.96986301,CLE,MIL,L (-3),34:14:00,14,22,0.636,6,11,0.545,5,5,1,0,1,1,7,3,2,7,39,31.4,-7
33,2017-12-21,32.97534247,CLE,CHI,W (+3),39:06:00,12,23,0.522,2,5,0.4,8,8,1,1,5,6,9,3,0,4,34,29.8,5
34,2017-12-25,32.98630137,CLE,GSW,L (-7),40:03:00,7,18,0.389,2,7,0.286,4,7,0.571,1,5,6,6,0,0,7,20,7.6,-1
35,2017-12-27,32.99178082,CLE,SAC,L (-14),37:42:00,6,17,0.353,0,2,0,4,5,0.8,2,8,10,14,5,0,4,16,19.9,-11
36,2017-12-30,33,CLE,UTA,L (-3),37:27:00,12,22,0.545,1,7,0.143,4,5,0.8,1,7,8,6,2,1,6,29,21.3,-5
37,2018-01-02,33.00821918,CLE,POR,W (+17),33:49:00,10,17,0.588,0,2,0,4,4,1,1,5,6,8,4,1,3,24,24.8,0
38,2018-01-03,33.0109589,CLE,BOS,L (-14),32:42:00,8,15,0.533,0,2,0,3,3,1,0,7,7,6,1,1,4,19,15.3,-6
39,2018-01-06,33.01917808,CLE,ORL,W (+4),37:17:00,12,23,0.522,4,7,0.571,5,7,0.714,3,7,10,9,6,1,3,33,34.7,15
40,2018-01-08,33.02465753,CLE,MIN,L (-28),26:35:00,4,8,0.5,1,3,0.333,1,3,0.333,1,7,8,5,0,2,3,10,9.1,-39
41,2018-01-11,33.03287671,CLE,TOR,L (-34),32:14:00,9,16,0.563,0,1,0,8,10,0.8,0,3,3,1,1,2,2,26,19.2,-22
42,2018-01-12,33.03561644,CLE,IND,L (-2),40:27:00,11,25,0.44,2,9,0.222,3,4,0.75,2,6,8,11,3,1,5,27,22.3,-6
43,2018-01-15,33.04383562,CLE,GSW,L (-10),36:15:00,12,18,0.667,0,2,0,8,13,0.615,2,6,8,6,3,4,8,32,26.2,-14
44,2018-01-18,33.05205479,CLE,ORL,W (+1),34:47:00,7,16,0.438,0,4,0,2,8,0.25,1,4,5,6,1,0,6,16,5.9,-4
45,2018-01-20,33.05753425,CLE,OKC,L (-24),38:22:00,8,17,0.471,0,4,0,2,4,0.5,0,3,3,7,0,1,2,18,12.2,-33
46,2018-01-23,33.06575342,CLE,SAS,L (-12),37:57:00,10,23,0.435,2,6,0.333,6,10,0.6,2,7,9,7,0,1,5,28,18.4,-10
47,2018-01-26,33.0739726,CLE,IND,W (+7),39:55:00,11,17,0.647,0,2,0,4,5,0.8,0,10,10,11,4,1,11,26,22.5,12
48,2018-01-28,33.07945205,CLE,DET,W (+17),37:48:00,8,15,0.533,1,4,0.25,8,9,0.889,1,7,8,14,1,0,3,25,27.9,18
49,2018-01-30,33.08493151,CLE,DET,L (-11),37:45:00,9,20,0.45,2,7,0.286,1,2,0.5,0,6,6,7,0,1,4,21,12.8,-13
50,2018-01-31,33.08767123,CLE,MIA,W (+2),38:17:00,8,21,0.381,1,6,0.167,7,11,0.636,2,9,11,5,1,0,7,24,12.1,3
51,2018-02-03,33.09589041,CLE,HOU,L (-32),31:22:00,3,10,0.3,1,2,0.5,4,4,1,1,8,9,9,2,1,2,11,15.3,-17
52,2018-02-06,33.10410959,CLE,ORL,L (-18),33:05:00,10,17,0.588,2,4,0.5,3,4,0.75,1,9,10,5,1,0,6,25,17,-14
53,2018-02-07,33.10684932,CLE,MIN,W (+2),48:19:00,16,22,0.727,5,7,0.714,0,2,0,1,9,10,15,1,1,5,37,36.6,-1
54,2018-02-09,33.11232877,CLE,ATL,W (+16),40:43:00,8,20,0.4,0,3,0,6,7,0.857,2,10,12,19,0,0,3,22,24.7,12
55,2018-02-11,33.11780822,CLE,BOS,W (+22),27:54:00,9,20,0.45,2,5,0.4,4,7,0.571,0,8,8,10,1,1,2,24,21.1,23
56,2018-02-13,33.12328767,CLE,OKC,W (+8),39:44:00,14,23,0.609,3,7,0.429,6,10,0.6,0,8,8,8,0,1,5,37,28.2,-1
57,2018-02-22,33.14794521,CLE,WAS,L (-7),36:36:00,13,18,0.722,1,4,0.25,5,9,0.556,1,8,9,8,2,0,4,32,28.9,-10
58,2018-02-23,33.15068493,CLE,MEM,W (+23),36:40:00,7,16,0.438,0,2,0,4,4,1,0,14,14,11,1,0,3,18,19.5,18
59,2018-02-25,33.15616438,CLE,SAS,L (-16),39:58:00,14,25,0.56,2,5,0.4,3,4,0.75,2,11,13,9,1,0,6,33,25.5,-8
60,2018-02-27,33.16164384,CLE,BRK,W (+6),38:46:00,13,25,0.52,2,4,0.5,3,3,1,4,8,12,11,1,0,1,31,31.2,2
61,2018-03-01,33.16712329,CLE,PHI,L (-11),39:02:00,12,24,0.5,2,6,0.333,4,6,0.667,1,8,9,8,1,0,3,30,23.1,-8
62,2018-03-03,33.17260274,CLE,DEN,L (-9),42:23:00,8,19,0.421,1,4,0.25,8,11,0.727,1,9,10,15,2,0,3,25,25.8,-6
63,2018-03-05,33.17808219,CLE,DET,W (+22),28:44:00,11,17,0.647,5,7,0.714,4,6,0.667,2,5,7,7,1,0,3,31,27.7,14
64,2018-03-07,33.18356164,CLE,DEN,W (+5),39:08:00,15,25,0.6,5,8,0.625,4,8,0.5,1,7,8,10,1,0,3,39,32.9,8
65,2018-03-09,33.1890411,CLE,LAC,L (-14),38:53:00,11,20,0.55,3,7,0.429,0,2,0,0,10,10,6,2,3,5,25,20.1,-16
66,2018-03-11,33.19452055,CLE,LAL,L (-14),31:27:00,9,20,0.45,2,8,0.25,4,5,0.8,2,8,10,7,1,1,2,24,21.6,-13
67,2018-03-13,33.2,CLE,PHO,W (+22),33:13:00,7,14,0.5,1,2,0.5,13,15,0.867,0,12,12,11,3,2,5,28,30.1,23
68,2018-03-15,33.20547945,CLE,POR,L (-8),41:05:00,15,25,0.6,1,4,0.25,4,9,0.444,0,14,14,6,2,3,6,35,26.4,-3
69,2018-03-17,33.2109589,CLE,CHI,W (+5),39:53:00,15,26,0.577,2,8,0.25,1,4,0.25,1,12,13,12,1,2,6,33,27.5,-4
70,2018-03-19,33.21643836,CLE,MIL,W (+7),40:01:00,16,29,0.552,3,7,0.429,5,8,0.625,5,7,12,10,2,1,6,40,33.4,4
71,2018-03-21,33.22191781,CLE,TOR,W (+3),39:24:00,11,19,0.579,1,3,0.333,12,14,0.857,1,6,7,17,1,0,0,35,39.9,12
